Employee_ID,Age,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP1657,32,Consulting,23,Hybrid,24,9,4,Medium,5,Daily,Average
EMP1658,37,Consulting,10,Remote,48,14,1,Medium,2,Weekly,Good
EMP1659,40,IT,1,Hybrid,60,6,3,Low,5,Weekly,Poor
EMP1660,40,IT,29,Hybrid,26,3,3,Low,3,None,Good
EMP1661,58,IT,22,Hybrid,24,13,3,High,3,Daily,Average
EMP1662,47,Healthcare,10,Hybrid,41,14,3,Low,3,Weekly,Average
EMP1663,57,IT,1,Onsite,27,6,2,Medium,5,Daily,Good
EMP1664,38,Education,1,Onsite,38,4,4,Low,1,Daily,Good
EMP1665,39,IT,31,Hybrid,41,14,4,Low,3,Daily,Average
EMP1666,37,Finance,24,Remote,20,9,4,High,2,Daily,Good
EMP1667,41,Retail,24,Onsite,22,4,3,Medium,2,Weekly,Poor
EMP1668,34,IT,3,Hybrid,22,1,1,Medium,1,Weekly,Good
EMP1669,28,Education,23,Remote,24,11,5,Medium,4,None,Good
EMP1670,30,IT,4,Hybrid,50,2,3,Low,2,Weekly,Poor
EMP1671,37,Healthcare,27,Hybrid,25,2,3,Low,5,Daily,Good
EMP1672,46,Education,35,Onsite,35,7,5,High,2,Daily,Average
EMP1673,38,Manufacturing,19,Remote,40,8,4,High,2,Daily,Poor
EMP1674,58,Retail,17,Onsite,50,10,4,High,1,Weekly,Average
EMP1675,37,Manufacturing,30,Onsite,51,15,4,High,3,Daily,Poor
EMP1676,44,Consulting,24,Hybrid,52,2,2,Low,4,Weekly,Average
EMP1677,45,Healthcare,25,Onsite,42,14,4,Medium,4,None,Average
EMP1678,41,Manufacturing,14,Onsite,23,15,1,High,4,Daily,Average
EMP1679,45,Education,11,Onsite,26,12,5,Medium,2,Weekly,Good
EMP1680,43,Consulting,27,Hybrid,44,15,1,High,5,None,Poor
EMP1681,37,Healthcare,28,Onsite,44,7,4,High,4,None,Poor
EMP1682,35,Manufacturing,7,Onsite,56,11,5,Low,1,Weekly,Average
EMP1683,37,Finance,11,Hybrid,21,3,2,Low,3,Daily,Average
EMP1684,52,Healthcare,7,Hybrid,29,4,5,Low,4,Weekly,Good
EMP1685,47,Retail,33,Onsite,23,9,3,High,1,Daily,Poor
EMP1686,44,Healthcare,24,Remote,34,4,5,Medium,4,Daily,Good
EMP1687,43,Healthcare,24,Onsite,55,7,1,High,2,Weekly,Average
EMP1688,41,Education,26,Onsite,51,12,2,Medium,1,Daily,Average
EMP1689,60,Manufacturing,8,Hybrid,53,10,3,High,2,Weekly,Good
EMP1690,51,Manufacturing,14,Remote,53,7,5,Medium,4,Daily,Poor
EMP1691,35,IT,10,Hybrid,44,0,4,Medium,1,Daily,Poor
EMP1692,53,Retail,27,Hybrid,33,5,3,Medium,5,Daily,Good
EMP1693,50,IT,32,Remote,34,4,5,Medium,2,None,Poor
EMP1694,23,Manufacturing,8,Onsite,38,15,5,Low,1,None,Good
EMP1695,36,Retail,12,Onsite,29,5,1,Low,2,None,Poor
EMP1696,57,IT,13,Remote,38,13,1,High,2,Weekly,Average
EMP1697,57,Healthcare,23,Onsite,41,0,4,High,5,Daily,Average
EMP1698,31,Retail,10,Remote,33,4,3,High,1,Weekly,Poor
EMP1699,43,Finance,13,Onsite,44,11,4,Low,3,None,Good
EMP1700,41,Healthcare,13,Remote,38,1,5,Low,5,Weekly,Average
EMP1701,24,Retail,23,Onsite,43,1,3,Medium,5,Weekly,Poor
EMP1702,50,Manufacturing,12,Remote,41,15,2,Low,3,Weekly,Poor
EMP1703,46,Healthcare,28,Remote,50,2,4,Low,4,Daily,Poor
EMP1704,56,Manufacturing,3,Remote,47,15,2,High,4,None,Good
EMP1705,34,Manufacturing,6,Hybrid,36,15,3,High,4,Weekly,Good
EMP1706,47,Retail,33,Remote,41,8,3,High,5,Weekly,Average
EMP1707,27,IT,1,Hybrid,52,7,4,High,2,Weekly,Poor
EMP1708,51,Consulting,32,Hybrid,32,4,1,Medium,5,Weekly,Poor
EMP1709,27,IT,3,Remote,40,6,5,High,5,None,Good
EMP1710,45,Healthcare,18,Remote,23,14,1,Medium,4,Daily,Good
EMP1711,54,Healthcare,31,Onsite,50,6,2,Low,3,Weekly,Good
EMP1712,45,Consulting,28,Remote,30,13,5,High,4,Daily,Good
EMP1713,38,Manufacturing,10,Hybrid,25,0,3,Low,4,Weekly,Poor
EMP1714,33,Healthcare,13,Onsite,59,4,1,Medium,3,Weekly,Average
EMP1715,34,Healthcare,3,Hybrid,45,5,4,High,4,Daily,Good
EMP1716,40,Manufacturing,28,Onsite,36,0,4,Low,2,None,Poor
EMP1717,54,Healthcare,25,Onsite,36,3,1,High,1,None,Good
EMP1718,53,Healthcare,4,Remote,49,3,1,High,1,Weekly,Average
EMP1719,56,Healthcare,30,Hybrid,60,10,5,Low,3,None,Average
EMP1720,47,IT,31,Remote,32,14,2,Low,3,Weekly,Poor
EMP1721,39,Finance,12,Onsite,39,6,4,High,2,None,Poor
EMP1722,31,Finance,33,Hybrid,35,3,4,Low,5,Daily,Poor
EMP1723,22,Finance,11,Remote,42,8,3,Medium,1,None,Good
EMP1724,42,Consulting,34,Hybrid,21,13,3,High,4,Weekly,Average
EMP1725,55,Retail,16,Onsite,36,10,5,Medium,4,None,Poor
EMP1726,32,IT,32,Hybrid,38,12,3,High,4,Daily,Average
EMP1727,34,Consulting,31,Remote,42,7,3,High,1,None,Average
EMP1728,29,Healthcare,5,Hybrid,53,1,4,Medium,3,None,Poor
EMP1729,59,IT,26,Remote,56,13,3,High,2,Weekly,Poor
EMP1730,48,Education,9,Hybrid,28,3,1,High,5,Daily,Good
EMP1731,45,Healthcare,24,Remote,34,13,5,High,1,None,Poor
EMP1732,38,Manufacturing,18,Hybrid,24,12,4,Low,5,Daily,Poor
EMP1733,55,Finance,12,Hybrid,54,3,5,Medium,1,Weekly,Average
EMP1734,24,Retail,26,Onsite,35,10,1,High,2,Weekly,Average
EMP1735,29,Education,4,Onsite,44,7,2,Low,5,Weekly,Average
EMP1736,42,Finance,1,Hybrid,31,10,3,Low,4,None,Poor
EMP1737,23,Finance,7,Remote,54,14,3,Low,1,Daily,Poor
EMP1738,48,Finance,23,Onsite,25,8,5,Low,5,None,Average
EMP1739,31,Healthcare,18,Remote,54,0,3,Medium,2,None,Good
EMP1740,33,Education,17,Remote,33,9,4,High,5,None,Poor
EMP1741,53,IT,23,Onsite,42,6,3,High,4,Weekly,Good
EMP1742,52,Healthcare,23,Hybrid,28,13,3,Low,1,Daily,Average
EMP1743,26,Retail,26,Onsite,46,10,4,Medium,2,Daily,Good
EMP1744,25,Finance,22,Onsite,29,0,3,Low,2,None,Poor
EMP1745,59,Manufacturing,33,Hybrid,59,7,2,Medium,4,Weekly,Poor
EMP1746,45,Consulting,24,Hybrid,28,2,1,High,2,Daily,Good
EMP1747,24,Retail,23,Hybrid,32,9,5,Low,5,None,Average
EMP1748,26,Manufacturing,4,Hybrid,56,7,5,Low,1,None,Poor
EMP1749,36,Finance,15,Remote,45,1,4,Low,5,Weekly,Poor
EMP1750,38,IT,18,Hybrid,23,3,2,High,3,Weekly,Good
EMP1751,38,Retail,28,Hybrid,21,7,1,High,3,None,Poor
EMP1752,50,Education,16,Onsite,30,6,2,High,5,None,Poor
EMP1753,58,Healthcare,6,Remote,30,12,5,Medium,3,Daily,Poor
EMP1754,43,Healthcare,30,Onsite,49,10,4,High,2,Daily,Poor
EMP1755,55,Consulting,3,Onsite,32,13,2,Medium,4,Weekly,Good
EMP1756,24,Retail,23,Onsite,25,15,2,High,1,Weekly,Average
EMP1757,57,Healthcare,9,Onsite,41,10,5,Medium,4,None,Average
EMP1758,36,Consulting,9,Hybrid,28,0,3,Low,2,None,Good
EMP1759,34,Finance,27,Hybrid,30,8,4,High,5,Daily,Poor
EMP1760,24,Consulting,4,Remote,44,15,2,Medium,5,Weekly,Good
EMP1761,24,Manufacturing,3,Hybrid,53,3,4,Low,2,Weekly,Poor
EMP1762,24,IT,21,Remote,60,6,2,Medium,5,Weekly,Average
EMP1763,57,Education,3,Hybrid,22,7,5,High,1,None,Good
EMP1764,39,Finance,4,Remote,43,7,1,High,3,Daily,Good
EMP1765,40,Healthcare,28,Onsite,60,9,4,Medium,3,Weekly,Average
EMP1766,37,Finance,27,Remote,36,15,1,High,1,None,Good
EMP1767,23,Finance,31,Hybrid,27,8,1,Low,3,None,Good
EMP1768,44,IT,35,Onsite,59,5,3,Low,3,Daily,Poor
EMP1769,46,IT,22,Hybrid,41,12,3,Low,5,None,Good
EMP1770,32,Retail,22,Hybrid,26,0,4,Medium,4,Weekly,Average
EMP1771,40,Manufacturing,26,Hybrid,55,7,3,Medium,1,Daily,Good
EMP1772,24,Education,29,Hybrid,40,0,4,High,4,Weekly,Average
EMP1773,58,IT,6,Remote,39,11,4,Medium,1,None,Good
EMP1774,33,Retail,4,Hybrid,28,14,5,Medium,3,None,Average
EMP1775,49,Manufacturing,14,Remote,36,9,5,High,2,Weekly,Poor
EMP1776,60,Manufacturing,21,Hybrid,24,4,5,Low,1,Weekly,Good
EMP1777,44,Education,30,Onsite,35,10,5,High,4,Daily,Poor
EMP1778,44,Education,6,Onsite,30,1,5,Low,4,Weekly,Average
EMP1779,52,Finance,20,Onsite,23,10,3,Medium,2,Weekly,Poor
EMP1780,39,Retail,32,Remote,48,6,3,Low,1,Weekly,Poor
EMP1781,23,Consulting,30,Remote,28,11,1,Low,5,None,Average
EMP1782,38,Education,7,Onsite,38,13,1,Low,3,Daily,Good
EMP1783,44,Finance,3,Hybrid,42,2,4,High,1,None,Poor
EMP1784,36,Education,35,Onsite,28,5,5,High,1,Weekly,Poor
EMP1785,28,Finance,9,Remote,25,2,3,High,3,Daily,Good
EMP1786,28,Finance,25,Onsite,32,15,4,Medium,2,Weekly,Average
EMP1787,38,Healthcare,18,Onsite,47,4,4,Medium,2,None,Poor
EMP1788,41,Healthcare,11,Remote,42,8,1,Medium,5,Weekly,Average
EMP1789,25,Consulting,15,Hybrid,27,14,1,Low,5,Daily,Poor
EMP1790,37,Retail,15,Onsite,25,7,1,Low,5,None,Good
EMP1791,39,Education,17,Hybrid,41,9,2,Medium,1,Daily,Poor
EMP1792,39,Manufacturing,4,Hybrid,33,12,3,Medium,1,None,Good
EMP1793,25,IT,8,Remote,35,11,4,High,5,None,Poor
EMP1794,56,Finance,8,Remote,34,3,3,Low,1,Daily,Average
EMP1795,50,Healthcare,16,Remote,49,12,2,High,5,Weekly,Average
EMP1796,34,Manufacturing,12,Onsite,36,2,1,High,3,Daily,Average
EMP1797,34,Retail,3,Remote,53,14,1,Low,5,None,Poor
EMP1798,41,Education,8,Hybrid,36,13,4,High,1,Weekly,Good
EMP1799,49,Consulting,33,Hybrid,20,4,1,Medium,3,Daily,Good
EMP1800,58,Education,5,Hybrid,31,10,2,Low,3,None,Average
EMP1801,51,Consulting,20,Remote,34,12,3,Low,4,Daily,Poor
EMP1802,43,Manufacturing,4,Remote,20,4,2,Medium,5,Daily,Poor
EMP1803,43,Finance,28,Onsite,28,12,3,Medium,1,Weekly,Good
EMP1804,55,Education,16,Onsite,54,15,3,Low,1,Daily,Average
EMP1805,35,Manufacturing,14,Hybrid,25,1,1,Low,1,Weekly,Good
EMP1806,52,Consulting,1,Onsite,23,5,3,High,1,Weekly,Good
EMP1807,58,IT,21,Remote,48,11,5,High,5,Weekly,Average
EMP1808,22,Healthcare,1,Remote,26,7,4,High,4,Weekly,Poor
EMP1809,48,Consulting,33,Hybrid,54,8,2,Low,2,None,Good
EMP1810,47,Healthcare,26,Hybrid,55,15,2,Medium,1,None,Average
EMP1811,47,Healthcare,23,Hybrid,54,6,4,Medium,3,Daily,Average
EMP1812,25,Consulting,31,Hybrid,55,13,2,Low,3,None,Good
EMP1813,41,Consulting,11,Onsite,38,14,1,High,2,Daily,Average
EMP1814,59,Finance,21,Onsite,50,11,2,High,1,Daily,Poor
EMP1815,53,IT,33,Hybrid,41,7,2,Low,5,Daily,Average
EMP1816,49,Education,30,Hybrid,41,0,2,Medium,5,None,Average
EMP1817,38,Healthcare,30,Hybrid,27,15,3,High,3,None,Good
EMP1818,35,Education,20,Onsite,59,8,1,Low,3,Daily,Good
EMP1819,51,Consulting,5,Hybrid,54,3,4,High,4,None,Average
EMP1820,50,Finance,18,Hybrid,36,5,3,Low,2,Weekly,Average
EMP1821,22,Healthcare,11,Onsite,24,13,4,Low,4,Weekly,Good
EMP1822,49,Retail,5,Onsite,29,5,2,Medium,1,Weekly,Poor
EMP1823,29,Healthcare,23,Remote,46,1,4,High,3,Weekly,Average
EMP1824,37,Education,4,Hybrid,45,2,5,Medium,5,None,Average
EMP1825,36,Education,29,Remote,30,12,2,High,3,Weekly,Good
EMP1826,32,IT,28,Hybrid,39,9,2,Medium,4,None,Poor
EMP1827,54,IT,19,Remote,43,1,1,Medium,4,Daily,Poor
EMP1828,45,Manufacturing,34,Remote,35,10,1,High,1,Daily,Good
EMP1829,59,IT,13,Onsite,27,4,3,Low,3,None,Average
EMP1830,47,Consulting,34,Hybrid,33,2,4,High,3,Weekly,Good
EMP1831,27,Finance,23,Remote,34,14,3,Medium,5,Daily,Poor
EMP1832,25,Manufacturing,17,Remote,47,15,2,Medium,4,None,Average
EMP1833,29,Consulting,19,Remote,30,9,2,High,3,Daily,Poor
EMP1834,48,Healthcare,30,Remote,23,15,2,Low,5,None,Average
EMP1835,39,Retail,5,Onsite,52,15,5,High,3,Weekly,Average
EMP1836,46,Healthcare,27,Hybrid,27,14,1,High,4,None,Good
EMP1837,52,Healthcare,17,Remote,28,9,5,Low,3,Daily,Average
EMP1838,29,Consulting,30,Hybrid,30,3,3,Low,2,Daily,Good
EMP1839,44,Consulting,9,Hybrid,21,3,3,Low,5,Daily,Good
EMP1840,44,Healthcare,31,Remote,59,3,4,Medium,3,Weekly,Good
EMP1841,42,Manufacturing,7,Remote,24,2,4,Low,2,Weekly,Poor
EMP1842,60,Consulting,9,Hybrid,33,11,4,High,2,Daily,Good
EMP1843,29,Education,28,Hybrid,41,9,5,Medium,4,None,Poor
EMP1844,53,Finance,18,Onsite,45,11,2,Low,4,Daily,Average
EMP1845,27,Consulting,1,Hybrid,22,3,4,Low,5,Weekly,Average
EMP1846,40,Manufacturing,35,Onsite,34,3,3,Low,5,None,Poor
EMP1847,26,Consulting,20,Remote,52,2,2,High,5,Daily,Average
EMP1848,34,Consulting,8,Remote,21,1,5,High,5,Weekly,Average
EMP1849,28,Consulting,18,Hybrid,51,12,1,Low,2,Weekly,Average
EMP1850,50,Healthcare,21,Hybrid,47,14,3,Low,4,None,Poor
EMP1851,51,Consulting,7,Onsite,36,0,3,Low,3,None,Good
EMP1852,57,Finance,5,Hybrid,31,11,3,Medium,3,Weekly,Poor
EMP1853,32,Healthcare,35,Remote,27,4,2,Medium,4,Daily,Poor
EMP1854,50,Manufacturing,13,Remote,42,5,1,Low,1,Weekly,Average
EMP1855,39,Consulting,1,Onsite,57,5,4,Medium,2,None,Average
EMP1856,32,Consulting,14,Onsite,22,2,2,Medium,4,Weekly,Poor
EMP1857,44,Retail,9,Remote,30,3,5,Medium,5,None,Average
EMP1858,31,IT,18,Hybrid,47,6,3,Low,3,Weekly,Average
EMP1859,33,Education,7,Onsite,36,10,5,Medium,4,None,Poor
EMP1860,28,Manufacturing,19,Remote,37,13,2,Medium,4,Daily,Good
EMP1861,32,Healthcare,21,Onsite,45,5,2,Low,1,Weekly,Good
EMP1862,51,Manufacturing,30,Remote,35,13,5,High,4,Weekly,Good
EMP1863,29,Education,7,Remote,43,3,5,Medium,3,Weekly,Average
EMP1864,47,Retail,13,Remote,57,14,2,Medium,3,Daily,Average
EMP1865,47,Consulting,15,Onsite,28,12,1,Low,3,None,Good
EMP1866,42,Finance,13,Remote,23,11,2,Medium,3,Weekly,Poor
EMP1867,38,Consulting,4,Hybrid,22,14,4,High,2,None,Poor
EMP1868,35,Education,25,Remote,42,2,2,Medium,4,None,Good
EMP1869,37,Finance,32,Hybrid,58,0,1,Medium,2,None,Good
EMP1870,29,Finance,4,Hybrid,42,5,4,Low,3,Weekly,Good
EMP1871,28,Finance,14,Hybrid,29,15,5,High,1,Weekly,Good
EMP1872,51,Manufacturing,20,Remote,41,1,4,High,2,Daily,Poor
EMP1873,60,Healthcare,10,Remote,29,12,2,High,3,None,Poor
EMP1874,39,IT,3,Onsite,46,8,2,Medium,2,None,Average
EMP1875,36,Healthcare,13,Onsite,37,13,4,High,3,Weekly,Average
EMP1876,39,Healthcare,29,Onsite,31,11,5,Low,4,Weekly,Good
EMP1877,37,Healthcare,26,Remote,54,7,5,Medium,1,None,Poor
EMP1878,45,Consulting,17,Onsite,34,5,5,Medium,3,None,Average
EMP1879,25,Healthcare,20,Hybrid,55,0,2,Medium,5,Daily,Good
EMP1880,43,Manufacturing,32,Hybrid,22,3,2,High,5,None,Average
EMP1881,38,IT,2,Hybrid,45,8,3,High,2,Weekly,Poor
EMP1882,26,Manufacturing,7,Remote,41,8,3,High,4,Daily,Average
EMP1883,50,Retail,3,Remote,48,14,2,Low,3,Weekly,Good
EMP1884,46,IT,6,Remote,51,11,3,Medium,4,Weekly,Average
EMP1885,24,IT,23,Hybrid,47,15,5,High,2,Weekly,Poor
EMP1886,56,Healthcare,18,Remote,59,14,5,Medium,3,Weekly,Good
EMP1887,44,Manufacturing,23,Remote,23,6,5,Medium,5,Weekly,Average
EMP1888,45,IT,13,Hybrid,56,7,1,Medium,3,Daily,Good
EMP1889,49,Manufacturing,14,Hybrid,60,8,2,Medium,2,None,Average
EMP1890,52,Manufacturing,23,Onsite,42,15,5,Low,5,Weekly,Average
EMP1891,48,Finance,33,Onsite,45,13,3,High,4,None,Poor
EMP1892,38,IT,6,Hybrid,47,7,1,Low,5,Daily,Average
EMP1893,57,Education,19,Hybrid,60,3,3,Low,1,None,Average
EMP1894,31,Healthcare,31,Onsite,55,13,4,High,5,Daily,Good
EMP1895,32,Manufacturing,29,Hybrid,21,3,5,Low,5,Daily,Poor
EMP1896,40,IT,25,Onsite,29,6,4,Low,4,None,Average
EMP1897,56,Consulting,18,Remote,45,11,2,Low,3,Weekly,Poor
EMP1898,50,Consulting,29,Onsite,23,4,2,Medium,4,None,Poor
EMP1899,52,IT,5,Hybrid,26,13,1,Low,4,Weekly,Poor
EMP1900,49,Manufacturing,25,Remote,25,11,4,Medium,2,None,Average
EMP1901,27,Consulting,10,Hybrid,30,5,4,Medium,1,Weekly,Average
EMP1902,31,Healthcare,28,Hybrid,22,6,3,High,3,Daily,Average
EMP1903,47,Finance,2,Hybrid,46,4,5,High,5,Weekly,Average
EMP1904,24,Healthcare,18,Hybrid,43,11,2,Low,3,Daily,Good
EMP1905,49,Education,14,Hybrid,42,4,2,Medium,1,None,Average
EMP1906,45,Retail,20,Remote,49,12,5,Low,4,Daily,Good
EMP1907,53,Manufacturing,16,Hybrid,49,5,5,High,1,Daily,Average
EMP1908,60,Healthcare,34,Onsite,37,8,1,High,5,None,Poor
EMP1909,30,IT,34,Remote,21,0,3,Low,4,Daily,Average
EMP1910,47,Finance,8,Hybrid,33,10,1,Low,4,Weekly,Good
EMP1911,45,Consulting,1,Hybrid,30,2,3,High,5,None,Good
EMP1912,39,Healthcare,15,Remote,20,9,2,Medium,3,None,Good
EMP1913,49,Manufacturing,31,Remote,50,1,2,Low,3,None,Good
EMP1914,55,Consulting,13,Remote,38,8,2,Low,4,Daily,Good
EMP1915,59,Education,8,Remote,53,3,2,Medium,5,Weekly,Poor
EMP1916,55,Education,7,Remote,54,1,5,Low,3,Daily,Poor
EMP1917,40,Healthcare,25,Remote,29,3,3,High,2,Weekly,Average
EMP1918,57,Finance,29,Onsite,24,7,5,Medium,1,Daily,Poor
EMP1919,23,Healthcare,28,Remote,59,14,1,High,1,Daily,Good
EMP1920,53,Retail,1,Remote,57,15,2,Low,2,None,Good
EMP1921,42,Consulting,32,Hybrid,55,6,2,High,2,Daily,Average
EMP1922,33,Manufacturing,19,Onsite,33,10,3,Low,2,Weekly,Good
EMP1923,33,IT,27,Onsite,37,15,2,Low,2,Weekly,Good
EMP1924,30,Manufacturing,9,Hybrid,58,14,3,Medium,1,None,Average
EMP1925,51,Healthcare,15,Remote,39,4,1,Low,3,Weekly,Poor
EMP1926,32,Retail,33,Onsite,35,12,3,Low,1,None,Good
EMP1927,59,IT,13,Remote,23,15,4,Medium,4,Daily,Average
EMP1928,27,IT,34,Hybrid,47,0,5,Medium,3,Weekly,Average
EMP1929,38,Retail,14,Hybrid,38,1,5,Low,3,None,Poor
EMP1930,22,IT,12,Onsite,30,6,5,Low,5,Daily,Good
EMP1931,24,Healthcare,32,Hybrid,39,1,2,High,1,None,Poor
EMP1932,53,Education,26,Remote,22,5,1,High,1,Weekly,Average
EMP1933,49,Finance,10,Onsite,23,4,5,High,5,Daily,Average
EMP1934,25,Finance,3,Hybrid,47,12,3,Medium,1,None,Good
EMP1935,27,Retail,20,Remote,33,9,5,Low,4,None,Poor
EMP1936,32,Manufacturing,25,Hybrid,48,15,5,High,1,Weekly,Poor
EMP1937,58,Retail,3,Hybrid,57,10,5,High,4,Weekly,Poor
EMP1938,40,Retail,31,Remote,57,12,1,Low,3,Weekly,Poor
EMP1939,34,Manufacturing,34,Hybrid,22,4,4,Low,4,Weekly,Good
EMP1940,55,Finance,10,Hybrid,23,7,5,Low,2,Daily,Poor
EMP1941,31,Education,34,Onsite,31,8,4,Low,1,Weekly,Good
EMP1942,46,Consulting,1,Onsite,48,11,2,Low,3,None,Average
EMP1943,53,Manufacturing,27,Remote,32,9,4,Low,3,None,Poor
EMP1944,36,Healthcare,24,Onsite,56,10,1,High,1,Daily,Average
EMP1945,51,IT,26,Remote,28,13,5,Medium,5,None,Average
EMP1946,45,Education,34,Hybrid,57,15,2,Low,2,Weekly,Average
EMP1947,52,Education,23,Remote,26,4,3,Medium,3,Weekly,Poor
EMP1948,49,Finance,12,Remote,50,7,4,Medium,3,Weekly,Good
EMP1949,59,Retail,12,Onsite,53,6,3,High,3,Daily,Average
EMP1950,29,Finance,2,Hybrid,45,8,5,Medium,5,Weekly,Poor
EMP1951,24,Manufacturing,1,Remote,34,11,1,Low,3,None,Average
EMP1952,36,Education,18,Hybrid,35,12,4,High,5,Weekly,Poor
EMP1953,35,Manufacturing,11,Hybrid,30,0,1,High,4,None,Average
EMP1954,60,Education,19,Hybrid,57,3,5,High,4,None,Good
EMP1955,32,Retail,18,Hybrid,23,14,3,High,1,Daily,Good
EMP1956,29,Consulting,2,Hybrid,28,6,5,Medium,2,None,Average
EMP1957,40,Consulting,3,Onsite,21,11,4,Medium,3,Weekly,Good
EMP1958,34,Consulting,3,Hybrid,46,15,5,Low,1,Weekly,Good
EMP1959,51,Retail,6,Hybrid,20,15,5,High,1,None,Good
EMP1960,32,IT,19,Remote,48,11,5,Medium,4,Weekly,Average
EMP1961,24,Manufacturing,10,Onsite,22,11,5,Medium,2,Weekly,Average
EMP1962,22,Manufacturing,27,Onsite,43,7,2,High,5,Weekly,Average
EMP1963,56,Finance,6,Hybrid,45,5,5,Low,4,Daily,Poor
EMP1964,22,IT,24,Onsite,25,12,3,High,3,None,Poor
EMP1965,50,Education,26,Hybrid,50,5,3,High,4,None,Good
EMP1966,27,Education,14,Hybrid,43,4,3,Low,2,Daily,Poor
EMP1967,45,Retail,20,Hybrid,56,12,3,Medium,1,Daily,Poor
EMP1968,56,Education,32,Remote,41,6,3,Low,2,Weekly,Good
EMP1969,44,IT,35,Remote,29,4,1,Low,5,Daily,Average
EMP1970,58,Consulting,27,Onsite,22,7,2,Medium,1,Daily,Average
EMP1971,45,IT,32,Remote,25,5,3,Medium,5,Daily,Poor
EMP1972,52,Finance,8,Remote,28,5,1,Low,5,Daily,Poor
EMP1973,26,Education,19,Onsite,55,1,1,Low,2,Weekly,Average
EMP1974,57,Consulting,12,Hybrid,34,6,1,Medium,4,Weekly,Poor
EMP1975,52,Retail,30,Remote,30,13,3,High,5,Daily,Poor
EMP1976,40,Manufacturing,30,Onsite,57,9,5,High,3,Weekly,Good
EMP1977,59,Consulting,23,Remote,34,14,1,High,4,Daily,Poor
EMP1978,29,Education,33,Hybrid,23,15,5,Medium,4,Weekly,Good
EMP1979,47,Retail,31,Remote,47,6,5,High,4,Daily,Average
EMP1980,52,Healthcare,13,Onsite,57,13,3,Medium,3,None,Good
EMP1981,34,IT,29,Onsite,60,2,2,Medium,1,None,Poor
EMP1982,35,Education,26,Remote,33,0,1,Low,3,None,Poor
EMP1983,34,Manufacturing,32,Hybrid,59,14,5,Medium,2,Daily,Good
EMP1984,50,Retail,2,Onsite,40,6,2,Low,4,None,Good
EMP1985,38,Retail,30,Hybrid,24,5,5,High,4,None,Poor
EMP1986,59,IT,13,Hybrid,38,0,1,Medium,5,None,Average
EMP1987,51,IT,16,Onsite,35,14,5,High,2,Weekly,Average
EMP1988,28,Finance,13,Hybrid,25,5,1,Medium,3,Daily,Average
EMP1989,39,Finance,7,Onsite,32,12,5,High,4,None,Poor
EMP1990,38,Education,7,Onsite,28,14,3,Medium,2,Daily,Poor
EMP1991,31,Finance,7,Onsite,36,12,1,Medium,1,None,Poor
EMP1992,39,Finance,34,Onsite,42,11,2,Low,3,Weekly,Good
EMP1993,25,IT,30,Remote,20,8,5,Low,4,Weekly,Average
EMP1994,58,IT,14,Hybrid,40,10,1,High,1,None,Good
EMP1995,47,Consulting,13,Hybrid,45,15,4,Low,2,Daily,Good
EMP1996,53,Education,12,Remote,32,6,1,Low,3,None,Average
EMP1997,47,Consulting,1,Hybrid,55,10,2,High,1,None,Poor
EMP1998,30,Healthcare,30,Hybrid,28,1,3,Low,5,Weekly,Good
EMP1999,55,Retail,27,Onsite,49,12,3,High,1,None,Good
EMP2000,35,Finance,6,Remote,43,0,2,High,1,None,Good
EMP2001,56,IT,19,Hybrid,59,8,5,High,1,None,Average
EMP2002,60,Education,34,Remote,30,3,4,Medium,2,Weekly,Average
EMP2003,36,IT,4,Remote,31,10,3,High,1,None,Poor
EMP2004,39,Retail,20,Hybrid,58,12,3,Low,5,Weekly,Poor
EMP2005,24,Manufacturing,27,Remote,33,13,4,Medium,4,Daily,Good
EMP2006,40,Finance,19,Hybrid,43,13,2,Low,5,Daily,Good
EMP2007,31,Healthcare,8,Remote,33,10,1,High,4,Weekly,Poor
EMP2008,46,Consulting,23,Remote,22,9,3,High,5,None,Good
EMP2009,50,Finance,5,Remote,48,5,2,High,2,Daily,Good
EMP2010,42,Education,7,Onsite,30,4,1,High,3,None,Average
EMP2011,25,Manufacturing,26,Remote,46,2,5,Low,2,Daily,Average
EMP2012,47,Retail,4,Remote,24,4,3,Low,1,Daily,Good
EMP2013,49,Finance,14,Remote,52,0,4,Low,5,Daily,Good
EMP2014,22,Education,6,Remote,53,5,5,Low,5,None,Good
EMP2015,33,Education,34,Onsite,56,1,2,Low,1,None,Poor
EMP2016,39,Consulting,24,Remote,55,3,1,Low,2,Daily,Poor
EMP2017,58,Retail,10,Remote,45,4,5,High,4,None,Good
EMP2018,22,Finance,5,Onsite,33,9,2,Medium,5,None,Average
EMP2019,38,Manufacturing,27,Remote,49,13,3,High,2,None,Average
EMP2020,33,Manufacturing,22,Hybrid,58,3,1,Medium,2,Weekly,Average
EMP2021,54,Finance,25,Onsite,37,7,2,Low,1,Weekly,Good
EMP2022,56,Retail,29,Onsite,28,6,4,High,3,Weekly,Poor
EMP2023,52,Manufacturing,9,Onsite,32,7,2,Low,2,None,Good
EMP2024,30,Healthcare,1,Hybrid,33,12,3,High,2,Weekly,Average
